type,title,release_year,duration,listed_in,description
TV Show,Top Gear: The Perfect Road Trip Italy,2015,1 Season,Documentary,"Once again, Clarkson and Hammond are seeking joy and perfection with a range of fast, beautiful and exciting cars unleashed on glorious roads amongst gorgeous scenery and drenched in Mediterranean sunshine. As part of their arduous research into perfection, the duo will also undertake some ridiculous challenges and hilarious stunts culminating in a car race on the island of Capri."
TV Show,Top Gear: Ambitious But Rubbish,2014,1 Season,Documentary,"This compilation show presented by Richard Hammond takes a look back at Top Gear's most famous creations from the past 21 seasons. Relive many of the greatest and boldest endeavors in all their splendor, including the Train-Cars, James' Caravan Airship, the Hammerhead Eagle-i Thrust and the Hovervan."
TV Show,This Is Me,2015,1 Season,Documentary,"This Is Me docu-series is an anthology of five 3-5 minute-long Transparent-inspired documentaries by five different trans and gender-nonconforming filmmakers. Personal essays, direct actions, explainers - each filmmaker has crafted a segment that explores a theme in Transparent."
TV Show,This is Football,2019,1 Season,Documentary,"An emotionally-charged, six-part documentary, exploring football's extraordinary impact on the world. From the streets of Delhi to the fields of post-war Rwanda to the pitches of the Champions League, this globe-spanning series tells a unique story of the game and its power to unite countries, inspire generations and captivate billions."
TV Show,This Giant Beast That Is The Global Economy,2019,1 Season,Documentary,"This docuseries brings the smart, stylized storytelling of Adam McKay’s The Big Short to a quirky and compelling exploration of the global economy. In each episode, host Kal Penn – with the help of some celebrity friends – answers a burning question like: How can I launder a bag of dirty cash? How scared should I be of a rubber apocalypse? And is it easier for dicks to get rich?"
TV Show,The Ultimate Civil War Series,2012,1 Season,Documentary,"This documentary mini-series traces the causes, courses as well as the major events and personalities of the American Civil War"
TV Show,The Test: A New Era for Australia's Team,2020,1 Season,Documentary,"The Test: A New Era for Australia’s Team, is a docuseries following the Australian Men’s Cricket Team, offering a behind-the-scenes look at how one of the world’s best cricket teams fell from grace and was forced to reclaim their title and integrity."
TV Show,The Tesla Files,2018,1 Season,Documentary,"In ""The Tesla Files,"" a new investigation driven by declassified CIA documents suggests a secret history of bitter rivalries, government conspiracies, Cold War and WW2 spycraft."
TV Show,The Terror Routes,2011,1 Season,Documentary,"September 11, 2001. All eyes focused on New York's twin towers. The tragic events of that day marked not only the dawn of a new century, but the rise of a destructive new force in international politics. This film explores the roots of these attacks by tracing the rise of the terrorist group al Qaeda in over two decades of troubled relations between Washington, Arab nations, Pakistan and Europe."
TV Show,The Story of Egypt,2016,1 Season,Documentary,"This is the story of the world's greatest civilization. In a period that spanned over 5,000 years, Egypt profoundly shaped the course of human history. Its great Pharaohs left behind a legacy of gigantic pyramids and gold-laden tombs, and yet its culture was shaped by myriad inventors, heroes, heroines, villains, artisans, scholars and explorers. We've only glimpsed the secrets of Ancient Egypt."
TV Show,The Silk Road,2019,1 Season,Documentary,"A war correspondent for the AP news agency and a journalist for Paris Match will be our guides. Take an extended trip through six countries and cultures. Journey through time, encountering specialists, historians, or just everyday people with a passion who will help you grasp the past and present identities of those countries. From Bursa in Turkey to Xi'an in China."
TV Show,The Secrets of Quantum Physics,2014,1 Season,Documentary,Professor of physics Jim Al-Khalili investigates the most accurate and yet perplexing scientific theory ever - quantum physics.
TV Show,The Record,2021,1 Season,Documentary,"The plan to smash the world record for attendance at a women’s sporting event depends on host and tournament favourites, Australia, getting through to the final of the ICC Women’s T20 World Cup, but injuries, poor form and a new wave of international talent threaten to derail Australia's campaign at every turn."
TV Show,The Pyramid - Finding the Truth,2012,1 Season,Documentary,"American historian and entrepreneur Sam Osmanagic claims there are pyramids in Europe! After a series of excavations he discovered one in Bosnia. Opponents are trying to stop excavations and present his claim as a fraud. In the same valley, German archaeologists are excavating the ""Butmir culture"", a Neolithic civilization 7000 years old. Egyptian scientists confirm the existence of the Pyramids."
TV Show,The Private Lives of the Tudors,2016,1 Season,Documentary,"This entertaining series gives us an intimate look at the lives, loves, and scandals of one of the most celebrated royal dynasties. Based on Tracy Borman's book, the series offers unique profiles of famous Tudor monarchs, including Henry VIII and Elizabeth I. From king-sized scandals to the details of Tudor habits and rituals, the series delves into the private lives of history's most famous clan."
TV Show,The Paleo Way,2016,1 Season,Documentary,Celebrity chef Pete Evans takes audiences on a flavour-filled journey back to the way our ancestors ate with insights from nutritional experts and recipes you can make at home.
TV Show,The Nurse,2013,1 Season,Documentary,This fly-on-the-wall series looks at the work of the District Nurses who travel around the country caring for their patients in their own homes.
TV Show,The New Yorker Presents,2016,1 Season,Documentary,"From award-winning filmmaker Alex Gibney's Jigsaw Productions, Amazon Prime Video presents a groundbreaking new series that brings America's most award-winning magazine, The New Yorker, to the screen with documentaries, short narrative films, comedy, poetry, animation, and cartoons from the hands of acclaimed filmmakers and artists. Produced by Jigsaw Productions and Condac Nast Entertainment."
TV Show,The Menendez Murders: Erik Tells All,2017,1 Season,Documentary,"For the first time in over a decade, Erik Menendez opens up with his most in-depth interview to date in ""The Menendez Murders: Erik Tells All."""
TV Show,The Men Who Built America,2014,1 Season,Documentary,"Discover the accomplishments of John D. Rockefeller, Andrew Carnegie, and other titans of industry in this engrossing documentary series with a difference. Commentary from present-day business superstars offer insightful modern perspectives on each man's life and times, all revealed through a seamless blend of movie-quality reenactments and fascinating archival material."
TV Show,The Lowe Files,2017,1 Season,Documentary,"The Lowe Files follows Rob Lowe and his two sons, Matthew and John Owen, as they travel through the country to explore infamous unsolved mysteries."
TV Show,The Lion's Kingdom,1995,1 Season,Documentary,"The continent of Africa is home to a vast number of different species, but of all the animals and birds it is the Lion that is most revered. These 3 one hour programs cover the different landscapes that make up the Lion s Kingdom and examine the role that the King of Beasts plays in each of these. The most stimulating and timeless trilogy for the whole family."
TV Show,The Last Narc,2020,1 Season,Documentary,"In 1985, American DEA agent Enrique “Kiki” Camarena was kidnapped, tortured, and murdered by Mexico’s most notorious drug lords. Thirty-five years later, three former cartel insiders share unprecedented details. This is the story of Camarena, the drug cartel he infiltrated, and the narc who risked everything to discover the truth."
TV Show,The Killer Speaks,2014,2 Seasons,Documentary,"The Killer Speaks confronts cold-blooded murderers to reveal, in chilling detail, what they did, how they did it, and why."
TV Show,The Island with Bear Grylls,2017,4 Seasons,Documentary,"In this fourth series of epic survival, Bear Gryllsmaroons two sets of people from two different generations on a pair of deserted islands in the Pacific. Wearing just the clothes on their backs and armed with some basic tools, which generation is better equipped to survive? As the younger generation struggle with the basics of food and water, the older generation appears to be streets ahead."
TV Show,The Home Show,2009,2 Seasons,Documentary,Architect George Clarke is back to help families who have fallen out of love with their current houses. But this time the stakes are higher.
TV Show,The Gymkhana Files,2018,1 Season,Documentary,"The Gymkhana Files takes viewers deep behind the scenes of one of the world’s wildest, most successful viral video franchises of all time, with over 500 million online views and counting. Follow globally recognized race car driver and viral star Ken Block and his team of Hoonigans as they attempt to make the greatest automotive video of all time while racing in the World Rallycross Championship."
TV Show,The Great Commanders,2003,1 Season,Documentary,"The Great Commanders is an award-winning portrait of six famed military chiefs: Alexander the Great, Julius Caesar, Horatio Nelson, Napoleon Bonaparte, Ulysses S. Grant, and Georgi Zhukov. Their military geniuses indisputably changed the course of world history. Each episode delves into their personal background, tactical strategy skills, and the importance of each man's unique military insights."
TV Show,The Grand Tour,2020,4 Seasons,Documentary,"The intrepid trio find themselves back on four wheels for their latest adventure. Armed with sports cars, Richard, James and Jeremy think they are in for a cushy road trip as they arrive on the exotic island of Reunion and race on the world’s most expensive piece of tarmac. But a bizarre challenge propels them to Madagascar where they must tackle the world’s toughest road."
TV Show,The Ghost Inside My Child,2012,1 Season,Documentary,Ghost Inside My Child explores cases of children who claim to be reincarnations of people who died violently.
TV Show,The Force: Manchester,2015,1 Season,Documentary,"In Greater Manchester the Police are under pressure like never before, with officer numbers cut to less than 7000 and more than half a million emergency call outs, the force is facing its toughest test in years. This fast paced immersive series will show the true nature of crime and the pressure of modern policing from the perspective of the cops on the ground."
TV Show,The First Silent Night,2014,1 Season,Documentary,"Join renowned actor Simon Callow as he uncovers the moving origins of the song Silent Night that has been two hundred years in the making. A story that begins in humble circumstances, ends with the world's most popular carol. Simon journeys to the Austrian village of Oberndorf as well as the city of Salzburg, where the story of the world's favourite carol had its origins."
TV Show,The FBI Files,2002,7 Seasons,Documentary,"In this true crime series, real-life FBI cases are explored, including reenactments and interviews with the scientists and law enforcement officials who worked on the cases."
TV Show,The Evolution of Us,2016,1 Season,Documentary,"This epic science special explores how genetics have underpinned the whole of human evolution, from our rise from a class of primates on the African plain to our spread across Earth. It asks how genetics could play an even greater role in determining where evolution will take us next. Location filming combined with state-of-the-art computer visualizations tell the amazing story of the human race."
TV Show,The Evolution of Evil,2017,1 Season,Documentary,"Enter this rogues gallery of the notorious despots: Hitler, Saddam Hussein, Stalin, Kim Jong-il, Chairman Mao, Colonel Gaddafi and more. These are the psychopaths, the heartless ideologues, the greedy, the cruel and sometimes the just plain mad individuals who seized control and inflicted appalling suffering on humanity at large. What do their deeds tell us about history and ultimately ourselves?"
TV Show,The English Civil War,2019,1 Season,Documentary,A Nation Divided. It was a time of great bitterness and hatred in England - a war that set father against son and brother against brother. The breakdown in relations between Parliament and King. This series tells the story of the war that shaped the course of a nation's history and laid the foundations of Britain as it is today.
TV Show,The Challenge: ETA,2020,1 Season,Documentary,"The Challenge ETA is an eight-episode documentary series about the Guardia Civil's fight against the Basque terrorist band ETA. A fight that lasted for half a century, until the dissolution of the band and its definitive renunciation of weapons. The Challenge ETA is an ambitious production that aims to mark a milestone in this important episode of the recent history of Spain."
TV Show,The American West,2016,1 Season,Documentary,"From Executive Producer Robert Redford, The American West tells the story of the aftermath of the Civil War and how the United States transformed into the ""land of opportunity."""
TV Show,The American Civil War: A Union Divided,2019,1 Season,Documentary,"During four dark years of bitter and bloody fighting between the northern and southern states, more than six hundred thousand troops from both sides lost their lives. Towns and cities were destroyed. The country was torn apart as the military, political and ideological struggle dragged on and on."
TV Show,The Amazing World Of War Machines,2008,1 Season,Documentary,"From gunpowder to the Gatling gun, the first tank to the latest unmanned drones, we review the mechanisms and machinery man has created to wage war. Historical achievements through to modern day technologies are examined as we travel land, sea and air in this comprehensive, fascinating chronological journey of war machines."
TV Show,Ted Bundy: Falling for a Killer,2020,1 Season,Documentary,"After years of silence, Ted Bundy’s long-term girlfriend Elizabeth Kendall, her daughter Molly, and other survivors come forward for the first time in a docuseries that reframes Bundy’s crimes from a female perspective. The series reveals how Bundy’s pathological hatred of women collided with the culture wars and feminist movement of the 1970s in one of the most infamous crime stories of our time."
TV Show,Technological Marvels of the Ancient World,2005,1 Season,Documentary,"This series reaches back to the time of the Greeks, Romans, and other ancient civilizations to explore their legacies of important innovations. Viewers learn that some of the world's greatest inventions are merely reinventions of contraptions that were made thousands of years before. The spirit of ingenuity and the search for useful technologies, it seems, were alive and well in the ancient world."
TV Show,Surgeons: At the Edge of Life,2018,1 Season,Documentary,"Documentary series going beyond the theatre doors of Queen Elizabeth Hospital Birmingham, where surgeons push medical boundaries to the limits."
TV Show,Superships,2007,1 Season,Documentary,"Explore the incredible, extreme engineering at the heart of the world's largest ships, from double-hulled supertankers to the largest sailing boats, the greatest heavy lift vessels to a giant floating oil-rig. Each episode offers a close up look into the operation, design, and physics of how these super ships operate, from a couple of very remarkable ferries, to science vessels and a supertanker."
TV Show,Subaru Launch Control,2021,3 Seasons,Documentary,"Season 8 documents a year of upheaval and persistence including an all-new rally driver lineup with Travis Pastrana and Brandon Semenuk, a season delayed and shortened by COVID-19, and the return of rallycross ace Scott Speed after a season-ending back injury. The season concludes with a two-part miniseries covering the build of a one-off car for Subaru's return to the gymkhana franchise."
TV Show,Streets of Compton,2016,1 Season,Documentary,"Streets of Compton, a three-part documentary film, features rapper The Gam as he revisits his hometown of Compton and explores its storied history with notable residents."
TV Show,Steven Seagal Lawman,2010,2 Seasons,Documentary,"Steven Seagal doesn't come to the rescue in just his movies. ""Steven Seagal: Lawman"" follows the action star and real-life sheriff's deputy as he and his team respond to crimes in progress in Jefferson Parish, Louisiana."
TV Show,Stephen Fry: Gadget Man,2012,1 Season,Documentary,"Writer, comedian and TV icon Stephen Fry demonstrates wonderful new innovations designed to make our lives just a bit easier in this tech-driven reality talk show."
TV Show,Speed Dreams - The Fastest Place on Earth,2013,1 Season,Documentary,"Follow a group of daredevil amateur drivers as they prepare to enter the legendary land speed record-breaking event on the famous Bonneville Speedway. This documentary shows how, from garden sheds and garages across Britain to the spectacular salt flats of Utah, the seduction of speed is addictive. But what makes them risk life and limb for just one shot at glory?"
TV Show,Soviet Storm: World War II in the East,2011,2 Seasons,Documentary,"The project ""Soviet Storm: WW2 in the East"" depicts the most important events and battles of World War II. The task of the project is to illustrate the history of the war by means of computer graphics, motion-picture images and wartime images."
TV Show,Sons of the Soil : Jaipur Pink Panthers,2020,1 Season,Documentary,"As Kabaddi’s popularity explodes across India with the rise of Pro Kabaddi League, Bollywood actor Abhishek Bachchan who owns the PKL team - Jaipur Pink Panthers is determined to go for the winning title after 6 seasons of not being able to make a mark in the league. He gambles on a talented but young and inexperienced group of players in his quest to win season 7 of Kabaddi's biggest competition."
TV Show,Shock and Awe: The Story of Electricity,2011,1 Season,Documentary,"Until recently, electricity was seen as a magical power. It could slay the living, revive the dead, and even bend the laws of nature. It is now the lifeblood of the modern world, fueling our lives and underpinning every aspect of technological advancement. Without it, we would be lost. Professor Jim Al-Khalili tells the electrifying story of our quest to master nature's most mysterious force."
TV Show,Shipping Wars,2015,4 Seasons,Documentary,"With ""Shipping Wars,"" dive into the cutthroat world of heavy-duty movers as they battle for the chance to transport the unshippable the items that traditional carriers won't touch."
TV Show,Serial Swindlers,2018,1 Season,Documentary,"Exposing the world's most conniving, creative, and criminally adept con men, Serial Swindlers goes inside their minds. While their crimes and exploits are a ready-made Hollywood script, their escapades have left a trail of heartache, poverty and destruction. Ordinary criminal minds they are not."
TV Show,Serbia: Old and New,2019,1 Season,Documentary,"Join Laura Alexandra as she travels Serbia for the first time in this 6 part series. Serbia has connected West with East for centuries - a land in which civilisations, cultures, faiths, climates and landscapes meet and mingle. Experience beautiful mountains, national parks, stunning medieval churches and a whole host of amazing things on offer in Serbia, from the very old to the very new."
TV Show,Seeing Canada,2019,2 Seasons,Documentary,"Brandy Yanchyk returns with the second season of her travel documentary series, Seeing Canada. Through Brandy's eyes, enjoy Canada's iconic nature, thrilling adventures, and unique, and varied culture. Visit vibrant cities, savour culinary delights, enjoy world-class attractions and meet unique characters and Canada's natural wonders in this excellent and exciting six-part series."
TV Show,Secrets Of The Universe,2015,1 Season,Documentary,"This visually dynamic series follows a trail of energy into the power centers of the universe: black holes, exploding stars, active galaxies. Based on the findings of current science, including state of the art supercomputer simulations, the series dives into the heart of a supermassive black hole, flies down onto toxic alien planets and rides on the roiling surface of stars about to go supernova."
TV Show,Secrets of the Dead: The Nero Files,2019,1 Season,Documentary,"The Roman emperor Nero is considered one of history's greatest criminals - a cruel, insane, and brutal ruler. Secrets of the Dead: The Nero Files investigates Nero's reign with the help of criminal psychologist Thomas Müller."
TV Show,Secrets of the Castle,2014,1 Season,Documentary,"Historian Ruth Goodman and archaeologists Peter Ginn and Tom Pinfold go back in time a few hundred years - figuratively, at least - as they learn how to build a medieval castle using only tools, techniques and materials that were available in the 13th century. It is an extensive project, which is part of a large archaeological experiment expected to take 25 years to complete"
TV Show,Secret Life of the Hospital Bed,2017,1 Season,Documentary,"This documentary series takes an unprecedented look inside Britain's emergency medical system, using fixed-rig cameras to tell the stories of patients during their stays in A&E, Maternity, Day Surgery, and Paediatrics at hospitals across the country. While the circumstances, ailment, treatment, and length of the stay differ with each individual patient, the one constant is the bed."
TV Show,Second  War Diary - The War Day by Day,2014,1 Season,Documentary,"The greatest conflict the world has known to date lasted from 1 September 1939 to 2 September 1945 when Japan signed the surrender. Six years, 2,190 days, in which the world lived through a terrible war which completely changed the system of alliances of the different countries and the way of life of millions of their inhabitants."
TV Show,Seatbelt Psychic,2018,1 Season,Documentary,Seatbelt Psychic surprises unsuspecting ride-share passengers with readings featuring world-renowned medium Thomas John.
TV Show,Sea Power,2005,1 Season,Documentary,"A chronicle of naval vessels from yesteryear, through to modern day – an extraordinary view from above the water and below. Discover how Liberty Ships were constructed, the development of Aircraft Carriers and how the invention of Sonar affected submarine warfare. It's all here in Sea Power."
TV Show,SAS Rogue Warriors,2018,1 Season,Documentary,"The Special Air Service is the most famous combat unit, but the story of how it came into existence has been a guarded secret. The SAS opens up its archive to reveal the true story of their formation during the darkest days of World War II."
TV Show,Salvage: Code Red,2009,1 Season,Documentary,"This action series documents the dangerous job of responding to the hundreds of shipwrecks reported each year in the wake of storms, head-on collisions, explosions and fire. Salvage workers are a special breed: brave, determined, have great technical skill and be committed to saving crew and cargo from meeting a premature and watery end. This series tells their dramatic and often perilous stories."
TV Show,Rome - Empire Without Limit,2016,1 Season,Documentary,"Traveling from Spain to Israel, Algeria to Britain, Germany to Turkey, historian Mary Beard answers the big questions that have fascinated people for centuries. How did a small city, Rome, acquire an empire? And why did it fall? Mary examines its creation, successes, failures and the legacy, not just in its technology and buildings, its roads and laws, but also in the worlds that came after it."
TV Show,Ritual,2017,1 Season,Documentary,"RITUAL. Everyone has one. The pregame prep. The meticulous steps. NFL players, coaches, fans. You. This is the story about two teams (and their fans) playing for Thursday Night Football bragging rights. But before anyone takes the field or the stands, surprisingly intertwined game day rituals unfold."
TV Show,Rick Steves' Europe,2018,4 Seasons,Documentary,"Rick Steves' Europe is public television's most-watched, longest-running travel series. Written and hosted by best-selling guidebook author Rick Steves, each half-hour show takes viewers to Europe's most interesting places, from great cities to off-the-beaten-path discoveries."
TV Show,Richard Hammond's Crash Course,2012,2 Seasons,Documentary,"In this second season, Richard takes his Crash Course to a new level. He immerses himself in uniquely American and often terrifying vocations - tasked with quickly acquiring skills that are not only outside his range of expertise, but pull at the strings of some of his greatest fears."
TV Show,Return to the Mackenzie - Expedition Overland,2016,1 Season,Documentary,"Old crews join with the new as Expedition Overland returns to the MacKenzie Trail that defeated the team in episode 12 of the Alaska/Yukon Season (2013). Their goal is to map and finish the fading historical trail of Alexander MacKenzie, originally founded in 1793. River crossings, off-roading, low fuel, and teamwork are all in this full, three-part series to inspire you to explore your world!"
TV Show,Real Love Stories from Around the World: United States - Love Stories TV,2018,1 Season,Documentary,"Watch real wedding videos to find wedding venues, wedding videographers, and vendors for your wedding! Enjoy this series of weddings around the United States."
TV Show,Real Crime Chronicles,2016,1 Season,Documentary,"This long running crime series delves into the heart of highly-publicised disappearances, the most meticulous crimes, unresolved multiple murders, kidnapping, illegal confinement and stories of passion that met shocking and tragic endings."
TV Show,RAKUEN The Secret of Paradise,2017,1 Season,Documentary,"Kazuyoshi Miyoshi has published photo collections on Tahiti, Maldives, Seychelles, Hawaii and other paradises. In this series, accompanied by beautiful models, Miyoshi revisits those paradise beaches, forests and World heritages, discovering the Secrets of Paradise as he roams about freely. Captured in 4K UHD. Narrator: Charles Glover; Casts: Kazuyoshi Miyoshi, Ellie Toyoda, and others"
TV Show,Psychic Kids: Children of the Paranormal,2010,3 Seasons,Documentary,"Psychic Kids: Children of the Paranormal profiles children who live with an incredible secret: they have psychic abilities. Feeling scared and isolated, they have nowhere to turn."
TV Show,PRIME JAPAN [HD/SD ver] (English Subtitled),2017,1 Season,Documentary,"A series of in-depth reporting in pursuit of ""Japan's Heart"" by taking up themes ranging from sushi, sake, Japanese sword and other traditional cultural elements, to design, fashion and other items that add color to Japan of today, in 4K UHD. Featuring Jonathan Sherr and narration by Takako Tokiwa. Directed by Hiromi Kusaka, (C) TBS Vision Inc."
TV Show,Planet Egypt,2011,1 Season,Documentary,"Planet Egypt recounts the epic history of Ancient Egypt and its Pharaohs, from the pre-dynastic period through to the late dynasties. Each episode addresses one aspect of Egypt’s enormous success, including the unlikely rise of its first powerful rulers, the wars they fought, the spiritual grounding that held the society together and the grand quest for immortality pursued by the Pharaohs."
TV Show,Paranormal Cops,2010,1 Season,Documentary,Paranormal Cops follows a group of larger-than-life cops who walk one beat during the day as Chicago-area police officers and another at night when they apply their forensic and investigative expertise to paranormal casework.
TV Show,Only in America with Larry the Cable Guy,2013,3 Seasons,Documentary,Larry the Cable Guy believes the United States of America is the greatest country on the face of the earth and he's out to prove it.
TV Show,Off the Cuff,2020,2 Seasons,Documentary,"In an effort to explore the most fascinating communities in the world, Season 2 of ""Off the Cuff"" is a collection of short documentaries that showcase the most obscure communities in America."
TV Show,O.J. Speaks: The Hidden Tapes,2015,1 Season,Documentary,This two-hour premiere special analyzes with new details and revelations the case that led to Simpson's conviction for armed robbery.
TV Show,NOVA: Last B-24,2018,1 Season,Documentary,"Dive beneath the sea in search of the Tulsamerican, a B-24 bomber that crashed at the height of World War II. Join a team of archaeologists on a dangerous mission to recover the fallen airmen and identify their remains."
TV Show,Nicole & Jionni's Shore Flip,2016,1 Season,Documentary,"Nicole and Jionni's Shore Flip follows reality star turned interior-design maven Nicole ""Snooki"" Polizzi and her contractor husband Jionni LaValle as the newlyweds kick off a home-flipping business with their first large-scale flip on the Jersey Shore."
TV Show,New England Legends,2020,1 Season,Documentary,"A legend is a living, breathing thing. These aren't just campfire tales. These legends define who we are as a people, a community, and a region. New England native and host Jeff Belanger is a writer, researcher, and adventurer, and he's always on the hunt for the next New England legend. This series originally aired on PBS."
TV Show,Nazi Attack on America,2015,1 Season,Documentary,"Long before 9/11, a far deadlier, little-known attack from the ocean depths struck our shores, lasting three-and-a-half years and claiming 5,000 lives. Now, famed undersea explorer Bob Ballard, discoverer of the Titanic, investigates the wreck of one of the attack craft, a German submarine that lies at the bottom of the gulf just a few miles off New Orleans."
TV Show,Napoleon: The Man Who Would Rule Europe,2019,1 Season,Documentary,"It is the first full series appraisal of the life and times of the nineteenth century's central character. Comprehensive and authoritative but above all entertaining, the series provides a compelling portrait of the man and the legend from the early years of his life, through the glorious Imperial years, to the misery of defeat at Waterloo and exile on Elba."
TV Show,MysteryQuest,2009,1 Season,Documentary,"MysteryQuest dispatches teams of experts throughout the world to try to solve some of mankind's strangest and most persistent mysteries through step-by-step investigations, revealing results that just may re-write history."
TV Show,My Paranormal Nightmare,2020,1 Season,Documentary,"Each episode portrays three stories told through personal interviews, reliving their horrifying story as their nightmare unfolds with dramatic re-creations. Expert commentary helps to explain and make some sense of each phenomenon. Every story is unique in its re-telling as we present the myriad of ghosts, poltergeists, demons, shadow figures and elemental spirits from their haunted past"
TV Show,My Online Nightmare,2017,1 Season,Documentary,"Remarkable tales of extraordinary scammers and fraudsters from the UK and America who use the internet to lure in their victims with terrifying, and sometimes deadly, results. Each story is a glimpse into how the internet has been transforming our relationships, our desires and our darkest fantasies."
TV Show,My Kitchen Rules,2020,11 Seasons,Documentary,"For the first time in My Kitchen Rules history, it's Chef vs Chef and House vs House, as five favourite teams go head-to-head with five new teams in the fiercest competition yet."
TV Show,My Greatest Dishes,2019,1 Season,Documentary,"Twenty of the world's most celebrated chefs have been invited to cook the four dishes that have made them what they are today. Each of these culinary giants will reveal the very best of their skill, their passion and their incredible stories."
TV Show,Murdertown,2019,2 Seasons,Documentary,"Murdertown Season 2 takes viewers into 10 new tragic and compelling true-crime stories from across the UK. This season we're immersing viewers even deeper into the cases, and offering a 360-degree insight into how these crimes rocked the communities they occurred in."
TV Show,Mountain Men,2013,2 Seasons,Documentary,Mountain Men follows men who have devoted their lives to surviving off the grid in some of the country's most unforgiving terrain.
